Agency Name,Project Name,Start Date,Completion Date (B1),Lifecycle Cost,Planned Cost ($ M),Projected/Actual Cost ($ M)
Social Security Administration,Internet Disability Reports (IDR) Maintenance,03/10/2011,30/09/2012,0.56553,0.56553,0.18752
Department of Homeland Security,KSMS 1.3,01/07/2011,21/11/2011,0.565,0.564,0.608
Department of Justice,Web Sentry Migration,01/06/2011,30/06/2012,0.5576,0.55756,0.55755
Department of Transportation,Training - Mobile Toolkit Upgrade,03/10/2011,28/09/2012,0.557325,0.557324,0.557324
Department of Commerce,PTONet III Perimeter Network,10/04/2010,31/10/2011,3.41581,0.55328,3.2736
Department of Homeland Security,IACMS 2.6,16/10/2011,14/03/2012,0.552,0.552,0.606
Department of Health and Human Services,FDA ORA ALM Laboratory Information Management System (LIMS) Program Management Technical Coordination (PMTC),12/09/2011,11/09/2012,0.55,0.55,0.676
Department of Transportation,Contract Award,01/09/2012,30/09/2012,0.55,0.55,0.55
Department of Veterans Affairs,STS - Problem List Standardization,01/10/2010,01/10/2012,0.63725,0.55,0.546875
Department of Labor,IT Modernization Change Management Planning,30/09/2010,15/12/2011,2.010908,0.55,0.548
Department of Commerce,Federal Worker Data,01/10/2010,30/06/2012,0.675,0.548,0.4959
Department of Agriculture,Office Environment - Domain Controller Backup: : Acquisition,01/08/2012,31/01/2013,0.547257,0.547257,0.547257
Department of Defense,TMIP Composite Health Care System Cache (TC2),01/10/2011,30/09/2012,0.546,0.546,0.546
Department of Health and Human Services,FDA ORA MARCS Field Work Manager (FWM) 4,30/03/2012,29/03/2013,0.546,0.546,0.546
Small Business Administration,PROJ: Mobility Applications FY 2012 DME,03/10/2011,30/09/2013,3.4,0.5449,0.5449
Department of Agriculture,Enterprise Management - Network Access Control: Planning,15/08/2012,31/01/2013,0.541523,0.541523,0.541523
Department of Agriculture,Office Environment - File Service Centralization (Current Capacity): Acquisition - Phase 1,01/08/2012,31/01/2013,0.540768,0.540768,0.540768
Department of Agriculture,Data Centers - Agency Availability and DR Capacity Buildout: Planning,15/06/2012,14/12/2012,0.540347,0.540347,0.540347
Nuclear Regulatory Commission,Documentation and Requirements Update,03/10/2011,30/09/2012,0.735,0.535,0.528
Department of Commerce,National Indicators,01/10/2010,30/09/2014,3.27,0.534,0.4395
Department of Commerce,Cross Survey Data Validation,03/01/2012,28/09/2012,0.532,0.532,0.4808
Department of Commerce,PATI-Gap Conversion,17/05/2012,28/06/2013,0.52544,0.52544,0.52544
Department of Commerce,FY11 Auto Deployment,09/12/2010,30/12/2011,0.52294,0.52294,0.52294
Department of Labor,GL Data Assessment and Cleanup,02/04/2012,25/09/2012,0.519999,0.519999,0.519999
Department of Homeland Security,Travel Document Production System,01/10/2004,02/10/2015,0.518,0.518,0.518
Department of Labor,IPS System Development:  IPS Electronic Repricing Reporting Methods (ERRM),03/10/2011,28/09/2012,0.515,0.515,0.489253
Department of Labor,Maintenance - CADC Data Synchronization,03/10/2011,29/02/2012,0.515,0.515,0.3
Department of Veterans Affairs,Denied Claims Reports,01/07/2010,29/06/2012,1.286912,0.514765,0.514765
Department of Education,2011-12 Collection Task 8: Data Dissemination System and Web Tools,01/06/2011,30/11/2012,0.667546,0.509041,0.501553
Department of Health and Human Services,FDA ORA ALM Quality Management Information System (QMiS) Support 2,19/09/2011,14/09/2012,0.509,0.508,0.552
Department of Commerce,HRMS Program Office,01/02/2011,30/09/2014,0.707722,0.507256,0.503887
Department of Health and Human Services,FDA ORA RBIS Center and External Integration,18/07/2011,31/05/2012,0.507,0.507,0.482
Department of Health and Human Services,MAS eCase File Enhancements Phase 1,27/09/2010,31/01/2012,0.506,0.506,0.498
Department of Health and Human Services,EHB - Project Management Tools 2012,18/01/2012,30/09/2012,0.505,0.505,0.965
Environmental Protection Agency,Working Capital Fund,01/10/2011,30/09/2012,1.671,0.503,0.503
Department of Homeland Security,Data Server Suites,01/10/2011,30/09/2012,2.55,0.503,0.503
Department of Education,Person Data Model Restructuring,26/09/2011,31/03/2012,0.503,0.503,0.503
Department of Veterans Affairs,Talent Management System FY12 Enhancements,19/03/2012,08/11/2013,5.679,0.502507,0.502507
Department of Commerce,Trusted Internet Connection,01/07/2011,29/03/2013,0.5015,0.5015,0.4554
National Aeronautics and Space Administration,Upgrade all COTS products to the current version,01/07/2011,30/06/2012,0.5,0.5,0.5
Department of Defense,Test and Evaluation,01/10/2011,30/09/2012,0.5,0.5,0.5
Nuclear Regulatory Commission,Annual C & A activites,03/10/2011,30/09/2012,0.5,0.5,0.495
Nuclear Regulatory Commission,VOICES (FY11),01/07/2011,30/09/2011,0.5,0.5,0.5
Department of Homeland Security,DHS COP Infrastructure deployment @ DHS Data Center 2,02/02/2011,15/12/2011,0.5,0.5,0.595
Department of Transportation,Mobile Airport Surveillance Radar (MASR),29/03/2011,30/09/2015,13.4,0.5,0.5
Department of Transportation,Operational Readiness Demonstration (ORD) at one remaining ATCBI-6 site,30/03/2012,30/09/2012,0.5,0.5,0.5
Department of Transportation,Traffic Flow Management SIP,01/06/2009,30/06/2014,22,0.5,0.5
Department of Transportation,AFS SAS Deployment,01/08/2012,30/09/2013,7.5,0.5,0.5
Department of Agriculture,SR 20115292 Disaster Recovery Investigation,30/06/2011,30/09/2012,0.75,0.5,0.5
Department of Agriculture,SR 20071820 Data Center Initiative Migration,01/06/2007,04/04/2012,0.5,0.5,0.5
General Services Administration,FY11 NEAR,01/04/2011,30/09/2011,0.5,0.5,0.3
General Services Administration,FY12 NEAR,01/10/2011,30/09/2012,0.5,0.5,0.5
General Services Administration,Clause Manual Integration (CMI),01/02/2012,30/09/2012,0.5,0.5,0.5
General Services Administration,Strategic Direction Implementation (SDI),01/03/2012,30/09/2012,0.5,0.5,0.5
General Services Administration,Webservice over BPMS,01/10/2011,30/09/2012,0.5,0.5,0.5
U.S. Army Corps of Engineers,Build 7 - Training,01/09/2010,28/02/2013,0.5,0.5,0.624301
National Archives and Records Administration,Contingency Planning,30/09/2012,15/08/2013,12,0.5,0.5
Department of Education,FY12 Maintenance,16/07/2012,16/11/2012,0.5,0.5,0.351
U.S. Army Corps of Engineers,Identity Management (IDM),01/07/2011,30/09/2012,4.07,0.5,0.2075
Department of Agriculture,Web Portal,02/08/2010,30/09/2014,2.211,0.5,0.5
Department of Commerce,Cellular Repeater System (CRS),14/12/2011,20/12/2012,0.5,0.5,0.5
Department of Commerce,CPC Collaboration,17/10/2012,30/09/2013,0.5,0.5,0.5
Department of Health and Human Services,CMS CCIIO Healthcare.GOV Plan Finder Transparency (Reg 2715A),01/10/2011,31/08/2012,0.5,0.5,0.5
Department of the Treasury,Modernize Voice Communications,01/10/2011,30/09/2012,0.5,0.5,0.52522
Small Business Administration,PROJ: Backup Consolidation - FY12,03/10/2011,28/09/2012,0.5,0.5,0.5
Department of Health and Human Services,Move NDNH to Relational Database,28/10/2011,26/03/2013,0.499,0.499,0.622
Department of Agriculture,Penetration Testing,01/04/2011,29/03/2013,1.505,0.498987,0.498987
Department of Health and Human Services,EHB - RSR - January 2011 Release (RSR 2010),15/09/2010,03/01/2011,0.497,0.497,0.151
Department of Transportation,Airport Surveillance Radar (ASR-8) Facility Upgrades,01/03/2011,30/09/2013,5.6,0.495,0.495
Department of Transportation,Training - Standard Client 3.0 Upgrade,03/10/2011,28/09/2012,0.492276,0.492276,0.492276
General Services Administration,Cloud Computing,01/10/2011,30/09/2012,0.492,0.492,0.492
Department of the Treasury,Central Accounting Reporting Interface (CARI) 2.0,15/05/2012,09/02/2013,0.492,0.492,0.492
Department of Health and Human Services,MAS 508 Conformance Phase 1,01/09/2010,31/08/2011,0.491,0.491,0.491
Department of Transportation,"Spring 2012 Release, Test and Implement",27/10/2011,20/07/2012,0.491,0.491,0.418
Department of Commerce,Tabling Utility,03/01/2012,28/09/2012,0.49,0.49,0.3936
Department of Commerce,IT Refresh,01/10/2011,30/09/2012,0.49,0.49,0.48
Department of Transportation,PHMSA ICAM,10/11/2010,31/10/2012,0.497,0.488,0.488
Department of Commerce,WCOSS Dissemination Services FY12/FY13,01/10/2011,30/09/2013,1.05,0.480001,0.480001
Department of Commerce,National Accounts Modernization Phase 2,21/05/2012,30/09/2012,0.48,0.48,0.48
Department of Commerce,PATI patent application text initiative 1 1,08/11/2011,30/04/2012,0.4776,0.4776,0.4776
Department of Veterans Affairs,Centralized Administrative Accounting Transaction System,30/03/2012,31/10/2013,9.853875,0.4764,0.4764
Department of Commerce,OHRNet Technology Refresh,27/07/2011,20/11/2012,0.4763,0.476284,0.493488
Department of Transportation,"Fall 2013 Release, Develop thru Develop, Test and Evaluate (DT&E)",01/09/2011,19/09/2013,1.587,0.476,0.464
General Services Administration,FY11 Security,01/04/2011,30/09/2011,0.475,0.475,0.475
Department of Commerce,DID Modernization Phase 2,01/10/2012,31/08/2013,0.475,0.475,0.475
Department of Commerce,Prepare NDE Production Environment for integration into OSPO.,01/11/2011,15/06/2012,0.475,0.475,0.591
Department of Health and Human Services,EHB - BPMH Release 3,01/06/2012,30/09/2012,0.473,0.473,2.476
General Services Administration,FY 12,01/10/2011,31/03/2012,0.469411,0.469411,0.50552
Department of Labor,Internet Protocol v6 (IPv6),01/10/2010,28/09/2012,0.47,0.469,0.580496
Department of the Interior,A-16 Supplemental Guidance Phase I Implementation,03/10/2011,28/09/2012,0.465,0.465,0.311008
Department of the Interior,Support GeoPlatform Implementation,03/10/2011,28/09/2012,0.465,0.465,0.311544
Department of Labor,Maintenance - E-Update Application Upgrade,03/10/2011,28/09/2012,0.462,0.462,0.374
Department of Commerce,Balance of Payments Process Modernization Phase 2,01/10/2012,30/09/2013,0.46,0.46,0.46
Department of Health and Human Services,EHB - Closeout Module Upgrade Phase II,01/05/2012,30/09/2012,0.454,0.454,0.108
Department of Commerce,Tech Refresh 2 0,04/02/2011,12/04/2012,0.45074,0.45073,0.45073
Department of Homeland Security,CLAIMS 3 CRISI R 4.9,11/10/2011,17/02/2012,0.45,0.45,0.253
Department of Transportation,Operational Readiness Demonstration (ORD) at 3 remaining ATCBI-6 sites and remaining development / modernization / enhancement (DME) activities,01/07/2011,31/12/2011,0.45,0.45,0.45
Department of Education,GEMS,01/05/2012,30/09/2012,0.45,0.45,0.45
Department of Health and Human Services,Accept and Electronically Verify Other Agency PIV Credentials as required by M-11-11,02/01/2012,30/09/2013,0.45,0.45,0.45
Department of Homeland Security,CLAIMS 3 FBASI R1.7,03/01/2012,30/09/2012,0.449,0.449,0.131
Department of State,GEMS/PS Globalization - Post Personnel Integration,01/10/2012,30/09/2015,1.954,0.446307,0.446307
Social Security Administration,FY12 - Non-DCS Support,01/10/2011,30/09/2012,0.444572,0.444572,0.444572
Social Security Administration,FY12 IVT - Non-DCS Support,01/10/2011,30/09/2012,0.444572,0.444572,0.444572
Department of State,IPMS Operations & Maintenance - FY 2013,01/10/2012,30/09/2013,22.881,0.441553,0.441553
Department of Health and Human Services,Electronic Document Exchange,20/10/2010,21/08/2012,0.441,0.441,0.444
Department of Agriculture,Farm Business Plan (FBP),01/10/2002,28/09/2018,23.36,0.44,0.44
Department of Health and Human Services,EHB - Planning Module Upgrade,01/02/2012,31/08/2012,0.44,0.44,0.675
Department of Agriculture,AMAS Retirement,30/08/2010,25/02/2014,2.545,0.44,0.44
Nuclear Regulatory Commission,TLM - FY12 O&M,01/10/2011,30/09/2012,0.439,0.439,0.515
Social Security Administration,FY12 IVT - Resources,01/10/2011,30/09/2012,0.438008,0.438008,0.43866
Department of Commerce,Web Enhancements,03/01/2011,30/03/2012,1.238,0.438,0.4542
Department of Homeland Security,IACMS 2.5,14/06/2011,24/10/2011,0.438,0.438,0.454
Department of Veterans Affairs,Enterprise Mobile Applications,01/02/2012,30/09/2014,4.35,0.435,0.435
Department of the Interior,Stage 3 Core Records Management System Implementation,03/03/2010,19/03/2013,2.045,0.435,0.39
National Archives and Records Administration,Training,02/07/2012,24/12/2012,0.434,0.433744,0.433744
Department of Veterans Affairs,Automate Application of TOP_ CP Offsets for 1st Party Medical Debts,25/07/2011,25/01/2013,2.178655,0.433,0.433
Department of Veterans Affairs,Third Party Billing Improvements for Fee Care,25/07/2011,25/01/2013,2.178655,0.433,0.433
Department of Veterans Affairs,3rd Party Billing (IB) Precertification Enhancements,25/07/2011,25/01/2013,2.178655,0.433,0.433
Department of Veterans Affairs,Emergency Humanitarian Third Party Payer Project,25/07/2011,25/01/2013,2.178655,0.433,0.433
Department of Veterans Affairs,Additional Reasons Request when Suspending Bills,25/07/2011,25/01/2013,2.178655,0.433,0.433
Department of Veterans Affairs,Eliminate Creation of First Party Prepayments when Performing the Pharmacy Reset Copay Status Option,25/07/2011,25/01/2013,2.178655,0.433,0.433
Department of Veterans Affairs,Rate Type and Revenue Source Codes for DoD Billing,25/07/2011,25/01/2013,2.178655,0.433,0.433
Department of Veterans Affairs,Automate Updates of Late Payment Charges,25/07/2011,25/01/2013,2.178655,0.433,0.433
Department of Veterans Affairs,Project Management Accountability System (PMAS) Dashboard,25/07/2011,01/04/2014,18.051,0.431166,0.431166
Department of Health and Human Services,MAS eCase File Enhancements Phase 2,20/08/2011,19/08/2012,0.488,0.43,0.505
Department of the Treasury,IMFDIF,01/10/2011,30/09/2012,0.429,0.429,0.402856
Department of Veterans Affairs,Fast Track Claims Processing (Agent Orange),05/07/2010,30/09/2012,43.752,0.427537,0.427537
Department of Veterans Affairs,VA DoD VistA Fee-IPAC Interface,01/07/2010,02/03/2012,0.84817,0.424085,0.424085
Department of Commerce,Electronic Field Representatives Communication,01/11/2010,01/12/2011,1.83,0.422308,0.16761
Nuclear Regulatory Commission,CIPIMS 2.0 (FY11),01/03/2011,30/08/2011,0.422,0.422,0.422
Department of Labor,Maintenance - Contact Management Application Upgrade,03/10/2011,28/09/2012,0.42,0.42,0.348
Department of Homeland Security,CLAIMS 3 BRU,09/04/2012,28/12/2012,0.42,0.42,0.42
Department of Transportation,Ceilometer Solution Implementation,01/02/2009,30/09/2012,0.6,0.42,0.42
Department of Health and Human Services,MAS Level 1 Implementation Phase 1,30/09/2011,29/09/2012,0.42,0.419,0.415
Department of Homeland Security,CPSTR Relase 1.1,30/04/2009,28/11/2011,0.419,0.419,0.419
Nuclear Regulatory Commission,BFS - FY13 O&M,01/10/2012,30/09/2013,0.415,0.415,0.415
Social Security Administration,FY12 VA-SSR Pension Calculation for MMA,01/10/2011,30/09/2012,0.42115,0.41253,0.32026
Department of Labor,FY 2012 Solution Improvements Project (Goal 2: Improve User Experience),01/10/2011,30/09/2012,0.41,0.407,0.407
Department of Labor,Premium Accounting Processing,13/06/2011,30/09/2012,2.484,0.406,0.399
Department of Homeland Security,EmpowHR Deployment,01/12/2004,01/10/2014,2.5,0.404,0.404
Department of Education,Data Provider Onboarding,26/09/2011,01/06/2012,0.404,0.404,0.352
Department of Veterans Affairs,Behavioral Health Lab Software,04/04/2011,30/09/2013,2.901443,0.401758,0.421758
Department of Transportation,Printers - Refresh Cycle 5,03/10/2011,28/09/2012,0.400654,0.400654,0.331368
Department of Transportation,Pilot Reports Data Publication for the Weather Message Switching Center Replacement (WMSCR) SIP,01/10/2008,30/06/2012,3,0.4,0.4
Department of Agriculture,SR 20115337 Cloud Services,01/06/2011,19/10/2012,0.55,0.4,0.4
Department of Veterans Affairs,"Caregivers - Title 1, Sections 101-104",27/02/2012,30/09/2013,16,0.4,0.4
Department of Commerce,National Accounts Modernization,20/08/2011,31/03/2012,0.413,0.4,0.413
Department of Commerce,Provide NESDIS HQ support,15/03/2012,15/03/2012,0.092,0.4,0.092
Department of Commerce,NCDC Security System 5009,01/04/2011,30/09/2012,0.9,0.4,0.4
Department of Commerce,OIG IT Infrastructure,01/12/2011,30/09/2016,2,0.4,0.4
U.S. Army Corps of Engineers,Build 10 - Timber Harvesting Information System,01/11/2011,30/04/2013,0.4,0.4,0.4
Department of Housing and Urban Development,Separation Management,22/03/2012,30/09/2013,0.4,0.4,0.4
Department of Commerce,Prior Year Adjustments for Advice Corrections,01/07/2011,23/01/2012,0.704857,0.395841,0.351662
Department of Veterans Affairs,Fee Data and HERO,01/07/2010,18/06/2012,0.79091,0.395455,0.395455
Department of Health and Human Services,EHB - Loans - L-PCLA,08/07/2011,20/09/2011,0.394,0.394,0.394
Nuclear Regulatory Commission,PeopleSoft 9.1 Upgrade,01/12/2011,30/06/2012,0.394,0.39321,0.39321
Department of Commerce,Job-to-Job Flow,03/10/2011,30/09/2015,5.529,0.388,0.3815
Department of Veterans Affairs,PAID Enhancements for VANOD,01/07/2010,02/05/2012,0.797936,0.383968,0.383968
Department of the Interior,NFPORS 3.1,01/10/2011,15/11/2012,0.38,0.38,0.37459
Small Business Administration,PROJ: Wireless Modernization,10/01/2011,28/09/2012,0.38,0.38,0.3934
Department of Agriculture,APLUS Operations and Maintenance,01/07/2011,30/09/2012,0.795,0.379,0.24
Department of Commerce,CCR - System for Award Management (SAM),03/10/2011,28/09/2012,0.377089,0.377089,0.354522
Department of Commerce,National Accounts Metadata Enhancements,01/10/2012,31/03/2013,0.375,0.375,0.375
Department of Commerce,Data Management Pilot Transition,01/03/2011,07/11/2011,0.544,0.374,0.1715
General Services Administration,FY12 FSS-19 Fed FTE,01/10/2011,30/09/2012,1.902246,0.37258,0.37258
Department of Defense,Collapse Development and Integration,01/10/2011,30/09/2012,35.566,0.37,12.968
Department of Defense,Software Development,01/10/2011,30/09/2012,0.37,0.37,0.37
Department of Labor,MAINTENANCE - STUDENT PC REFRESH,04/03/2011,24/02/2012,0.369,0.369,0.369
General Services Administration,FY12 DME: Advantage Backend Enhancements,17/01/2012,08/06/2012,0.369,0.369,0.356992
Department of Commerce,2014 R&D of CAPI Device,03/10/2011,02/09/2013,0.758,0.3684,0.3684
General Services Administration,Common Forms - Phase III,01/08/2011,31/07/2012,0.367,0.367,0.367
Department of Health and Human Services,EHB - DGIS Data Entry 2011,15/09/2010,14/09/2011,0.364,0.364,0.339
Department of Energy,PAGE Maintenance (FY 2012),01/10/2011,30/09/2012,0.36098,0.360978,0.360978
Department of Defense,Test and Evaluation,01/10/2011,30/09/2012,0.36,0.36,0.36
Nuclear Regulatory Commission,Enterprise Interface Gateway Interfaces Maintenance,03/04/2012,28/09/2012,0.36,0.36,0.36
Social Security Administration,FY12 Management Overhead O/H,01/10/2011,30/09/2012,0.36,0.36,0.35792
Department of Transportation,CDAN Iteration 1,15/06/2012,31/03/2014,4.9,0.36,0.36
Department of Veterans Affairs,Oncology Tumor Registry (ONC),11/07/2008,01/10/2012,0.839,0.359833,0.359833
Department of Transportation,MARAD ICAM,09/05/2011,31/10/2011,0.35754,0.35754,0.19554
Department of Veterans Affairs,Medicare Claims Pricing Schedules,01/07/2010,30/07/2012,0.888648,0.355459,0.355459
National Archives and Records Administration,Deployment to Regional Archives #8,03/10/2011,09/12/2011,0.352,0.352,0.30573
National Archives and Records Administration,Deployment to Regional Archives #9,12/12/2011,17/02/2012,0.352,0.352,0.3005
National Archives and Records Administration,Deployment to Regional Archives #10,20/02/2012,27/04/2012,0.352,0.352,0.3847
National Archives and Records Administration,Deployment to Regional Archives #11,30/04/2012,06/07/2012,0.352,0.352,0.36456
National Archives and Records Administration,Deployment to Regional Archives #12,06/09/2012,03/12/2012,0.352,0.352,0.352
General Services Administration,Common Forms - Phase II,01/05/2011,01/03/2012,0.351,0.351,0.351
Department of Agriculture,Electronic Debt and Loan Restructure System (eDALR$),01/10/2002,28/09/2018,23.36,0.35,0.35
Department of Agriculture,Oracle Discoverer,03/10/2011,30/03/2012,0.35,0.35,0.35
Department of Homeland Security,CLAIMS 3 MF R.3.14,11/10/2011,23/05/2012,0.35,0.35,0.245
Department of Homeland Security,LAN R6.23,06/09/2011,30/09/2012,0.35,0.35,0.366
Department of Homeland Security,LAN R6.24,02/01/2012,10/12/2012,0.35,0.35,0.35
Department of Homeland Security,LAN R6.25,30/04/2012,25/02/2013,0.35,0.35,0.35
Department of Health and Human Services,eRA - Accommodate Mandated FCOI Changes,24/04/2011,27/04/2012,0.35,0.35,0.344
General Services Administration,e-Library Revision,11/07/2011,15/12/2011,0.525,0.35,0.35
Department of Commerce,Seasonal Adjustment,03/01/2012,29/06/2012,0.4,0.35,0.203
Department of Commerce,Regional Income Aggregation,03/01/2012,30/09/2012,0.35,0.35,0.135
National Archives and Records Administration,Develop and Implement Increment 5 - Workflow Engineering.,17/09/2011,16/09/2012,0.35,0.35,0.32
Department of Commerce,EAMS Replacement,02/05/2012,01/10/2012,0.35,0.35,0.18152
Department of Defense,Technology refresh for FY13,30/09/2012,31/07/2013,1.5,0.35,0.35
Social Security Administration,FY12 VA Process to Accept Expanded VETSNET,01/10/2011,30/09/2012,0.34995,0.34995,0.48733
Department of Labor,Implement Electronic Invoicing,11/10/2011,06/07/2012,0.349498,0.349498,0.345178
Department of Homeland Security,CLAIMS 3 MFAS R1.7,23/04/2012,07/09/2012,0.347,0.347,0.347
Department of Transportation,"Spring 2012 Release, Develop thru Develop, Test and Evaluate (DT&E)",21/02/2011,19/03/2012,0.59,0.347,0.327
Department of Health and Human Services,Debt Inquiry Development,13/12/2010,18/07/2011,0.343,0.343,0.342
Department of Homeland Security,LEISS: Law Enforcement Information Sharing Service (LEISS),23/05/2011,31/07/2012,0.343,0.342,0.381
Department of Homeland Security,CLAIMS 3 MF R3.15,23/04/2012,07/09/2012,0.342,0.342,0.342
Department of Commerce,CAUS,01/05/2011,31/01/2012,0.69629,0.341,0.324527
Department of Labor,Integrate NCFMS with CCR in real-time,06/02/2012,18/06/2012,0.337949,0.337949,0.337949
Department of Labor,Maintenance - FY 2012 NCS Benefit Estimation Systems Upgrade,03/10/2011,28/09/2012,0.336,0.336,0.263
Department of Commerce,Automated Standard Application for Payments (ASAP) Interface - AR 22289,03/10/2011,01/08/2012,0.405383,0.335912,0.337898
Department of Labor,Enhance Pcard Module,03/01/2012,09/07/2012,0.335911,0.335911,0.335911
Department of Health and Human Services,FDA ORA ALM Laboratory Information Management System (LIMS) Proof of Concept,01/10/2009,30/09/2011,0.334,0.334,0.326
Department of the Treasury,General Ledger Enhancement,01/12/2012,30/09/2013,0.334,0.334,0.334
Department of Commerce,IPv6 Implementation Plan,02/03/2011,29/12/2011,0.33277,0.33277,0.33277
Department of Health and Human Services,NDNH Employer Address to Relational Database,27/04/2011,13/07/2012,0.332,0.332,0.304
Department of Health and Human Services,EHB - CHGME - Application module (CHGME - HAS),23/02/2011,30/06/2011,0.332,0.332,0.332
Department of Labor,Maintenance - IPP System Platform Upgrade,03/10/2011,30/03/2012,0.331,0.331,0.194
General Services Administration,FY12 DME: Advantage Catalog,11/10/2011,29/12/2011,0.331,0.331,0.331
Department of Veterans Affairs,Customer Relationship Management_Knowledge Management (CRM_KM) - Fix the Phones,16/04/2012,18/06/2013,3.3,0.33,0.33
U.S. Agency for International Development,Obligation Tagging (Phase 1),29/08/2011,20/04/2012,0.33,0.33,0.33
Department of Health and Human Services,EHB - Enterprise Site Repository,17/01/2012,15/07/2012,0.33,0.33,0.38
Department of Energy,SC Logical Access Controls Systems,01/10/2011,30/09/2012,0.33,0.33,0.33
Department of Commerce,DR Documents Lifecycle Strategy,14/10/2010,29/02/2012,0.36772,0.32841,0.36772
Department of Education,Maintenance,01/10/2011,30/09/2012,0.325712,0.325712,0.325712
Department of Homeland Security,FAS 3.9,06/06/2011,14/11/2011,0.496,0.323,0.355
Social Security Administration,FY12 Telecommunications non-DCS Support,03/10/2011,30/09/2012,0.32039,0.32038,0.32038
Nuclear Regulatory Commission,Emergency Telecommunication System (ETS),01/10/2011,30/09/2012,0.32,0.32,0.32
Department of Education,2011-12 Collection Option Task 1: Table Generator,01/09/2011,31/08/2012,0.348112,0.318338,0.315985
Department of Homeland Security,INVS Recapitalization,02/12/2010,25/08/2011,0.523,0.317,0.317
Department of Health and Human Services,FDA ORA RBIS Firm Master List Services (FMLS) Enhancements,15/08/2011,30/05/2012,0.316,0.316,0.339
Department of Health and Human Services,DoD Entitlements Interface,15/12/2010,29/07/2011,0.315,0.315,0.316
Department of Homeland Security,R21 Western Rivers,04/07/2011,30/09/2015,5.64,0.315,0.315
Department of Homeland Security,Two Factor Authentication in Legacy,02/02/2011,30/09/2011,0.313,0.313,0.155
Department of Health and Human Services,IRG Interface for OCSE Web Redesign,10/10/2011,16/08/2012,0.314,0.313,0.34
Department of Transportation,Server Consolidation - System Center Operations Manager,05/06/2012,28/09/2012,0.310057,0.310057,0.278057
Department of the Interior,Implement Outreach and Communications Strategy,03/10/2011,28/09/2012,0.465,0.31,0.155393
Department of Labor,Prototype & Integration II,03/01/2012,29/06/2012,0.30848,0.30848,0.30848
Department of Labor,Prototype & Integration I,03/01/2012,29/06/2012,0.30504,0.30504,0.30504
Department of the Treasury,PR 6.0,02/04/2012,31/07/2013,4.590668,0.304713,0.304713
Department of Health and Human Services,MICRS Release 12.01,22/08/2011,27/02/2012,0.301,0.3,0.301
Department of Agriculture,FY2012 Year End Reporting,01/08/2012,31/12/2012,0.4,0.3,0.3
Department of Homeland Security,CLAIMS 3 MFAS R1.6,11/10/2011,23/05/2012,0.3,0.3,0.2
Department of Homeland Security,CLAIMS 3 FD258,11/10/2011,23/05/2012,0.305,0.3,0.3
Department of Agriculture,SR 20115333 gEMS Domino Application Migration,29/04/2011,31/12/2013,0.27,0.3,0.3
Department of Veterans Affairs,PIV Site Enhancements and Expansion,03/10/2011,28/09/2012,4.035,0.3,0.3
Department of Veterans Affairs,PIV Physical Access Control Systems (PACS),03/10/2011,28/09/2012,11.263,0.3,0.3
General Services Administration,FY12 Host IT Dashboard,01/01/2012,30/09/2012,1.36,0.3,0.3
Department of the Interior,Maintenance and hosting of National Geospatial Catalog within Data.gov Infrastructure,01/08/2012,31/12/2012,0.3,0.3,0
Department of Education,FY12 Data Mart Enhancements,29/02/2012,18/12/2012,0.3,0.3,0.3
Department of State,GEMS/PS Globalization - Locally Employed Staff Payroll Integration,01/10/2012,30/09/2016,3.119,0.29535,0.11535
Department of Labor,Relink Contracts,31/10/2011,15/03/2012,0.294937,0.294937,0.294937
Department of Health and Human Services,PMS User Certification Phase 1,01/06/2011,08/01/2012,0.292,0.292,0.292
Department of Commerce,Data Conversion,01/07/2011,21/12/2011,0.291779,0.291797,0.511784
Department of Commerce,Workforce Analytics (WA) Deployment,30/09/2011,29/02/2012,0.29143,0.29143,0.29143
General Services Administration,FY11 FSS-19 Fed FTE,01/10/2010,30/09/2011,2.243,0.29,0.29
Department of Veterans Affairs,National Teleradiology Program (SDE Infrastructure),26/05/2011,30/09/2012,1.8,0.289181,0.289181
Department of Labor,Departmental Deployment,02/07/2012,28/09/2012,0.28918,0.28918,0.28918
Department of Commerce,TRM Prototype,01/08/2011,11/06/2012,0.38762,0.28905,0.289046
Nuclear Regulatory Commission,BFS - FY11 O&M,01/10/2010,30/09/2011,0.289,0.289,0.111
Department of Homeland Security,CLAIMS 3 ICMS R1.19,19/03/2012,17/07/2012,0.287,0.287,0.136
Department of Transportation,H - Enhanced Technician Diagnostic Software,15/03/2010,22/09/2011,3.674,0.287,0.299
Department of Homeland Security,Ammonium Nitrate Analysis of IT Requirements FY11 Q4 close out,01/10/2010,30/09/2011,0.286,0.286,0.259
Department of Commerce,Self-Employment Data,01/10/2010,30/03/2012,0.555,0.286,0.2712
Department of Commerce,DR Program Support FY11,16/12/2010,16/12/2011,0.286,0.286,0.286
Department of Commerce,Authentication Authorization and SSO Prototype,28/07/2011,10/02/2012,0.28442,0.28442,0.28442
General Services Administration,FY12 DME: eBuy,09/07/2012,02/11/2012,0.28,0.28,0.28
Department of the Treasury,FY12-LTD-Decommissioning,01/10/2011,30/09/2012,0.278,0.278,0.277
Department of Transportation,ASTI Site Surveys and SSIPs,09/02/2012,16/03/2015,2.038441,0.277126,0.277126
